,N,M,Number of Threads,Number of Active Cores,Network,Layer,Total Cycles,Energy,Tiling
72,128.0,64.0,1,8,RESNET-50,conv3_2_b,17346,403919.282876416,784
73,128.0,64.0,1,8,RESNET-50,conv3_2_c,37735,709719.2598855679,8
74,128.0,64.0,1,8,RESNET-50,conv3_3_a,14188,283603.145117696,56
75,128.0,64.0,1,8,RESNET-50,conv3_3_b,17346,403919.282876416,784
76,128.0,64.0,1,8,RESNET-50,conv3_3_c,37735,709719.2598855679,8
77,128.0,64.0,1,8,RESNET-50,conv3_4_a,14188,283603.145117696,56
78,128.0,64.0,1,8,RESNET-50,conv3_4_b,17346,403919.282876416,784
79,128.0,64.0,1,8,RESNET-50,conv3_4_c,37735,709719.2598855679,8
80,64.0,32.0,4,8,RESNET-50,conv4_1_a,9207,169009.146677248,1568
81,256.0,32.0,1,8,RESNET-50,conv4_1_b,20154,279786.301243392,8
82,128.0,64.0,1,8,RESNET-50,conv4_1_c,21431,416905.37070387206,16
83,64.0,32.0,4,8,RESNET-50,conv4_2_a,13184,216383.468873728,128
84,256.0,32.0,1,8,RESNET-50,conv4_2_b,20154,279786.301243392,8
85,128.0,64.0,1,8,RESNET-50,conv4_2_c,21431,416905.37070387206,16
86,64.0,32.0,4,8,RESNET-50,conv4_3_a,13184,216383.468873728,128
87,256.0,32.0,1,8,RESNET-50,conv4_3_b,20154,279786.301243392,8
88,128.0,64.0,1,8,RESNET-50,conv4_3_c,21431,416905.37070387206,16
89,64.0,32.0,4,8,RESNET-50,conv4_4_a,13184,216383.468873728,128
90,256.0,32.0,1,8,RESNET-50,conv4_4_b,20154,279786.301243392,8
91,128.0,64.0,1,8,RESNET-50,conv4_4_c,21431,416905.37070387206,16
92,64.0,32.0,4,8,RESNET-50,conv4_5_a,13184,216383.468873728,128
93,256.0,32.0,1,8,RESNET-50,conv4_5_b,20154,279786.301243392,8
94,128.0,64.0,1,8,RESNET-50,conv4_5_c,21431,416905.37070387206,16
95,64.0,32.0,4,8,RESNET-50,conv4_6_a,13184,216383.468873728,128
96,256.0,32.0,1,8,RESNET-50,conv4_6_b,20154,279786.301243392,8
97,128.0,64.0,1,8,RESNET-50,conv4_6_c,21431,416905.37070387206,16
98,128.0,32.0,2,8,RESNET-50,conv5_1_a,9063,201820.088377344,3584
99,128.0,64.0,1,8,RESNET-50,conv5_1_b,29068,615272.9533972479,8
100,128.0,64.0,1,8,RESNET-50,conv5_1_c,20967,419302.681299968,2
101,128.0,64.0,1,8,RESNET-50,conv5_2_a,15081,312721.118655488,128
102,128.0,64.0,1,8,RESNET-50,conv5_2_b,29068,615272.9533972479,8
103,128.0,64.0,1,8,RESNET-50,conv5_2_c,20967,419302.681299968,2
104,128.0,64.0,1,8,RESNET-50,conv5_3_a,15081,312721.118655488,128
105,128.0,64.0,1,8,RESNET-50,conv5_3_b,29068,615272.9533972479,8
106,128.0,64.0,1,8,RESNET-50,conv5_3_c,20967,419302.681299968,2
107,32.0,256.0,1,8,Tiny-YOLO,conv0,250777,4950962.388368893,169
108,64.0,64.0,2,8,Tiny-YOLO,conv1,128211,2551094.834895232,13
109,128.0,64.0,1,8,Tiny-YOLO,conv2,64443,1281831.164129664,13
110,128.0,64.0,1,8,Tiny-YOLO,conv3,32856,692474.4740380162,26
111,128.0,64.0,1,8,Tiny-YOLO,conv4,27621,419596.540268544,26
112,256.0,32.0,1,8,Tiny-YOLO,conv5,25554,354700.170395392,16
113,256.0,32.0,1,8,Tiny-YOLO,conv6,98884,1407065.8088135682,64
114,64.0,128.0,1,8,Tiny-YOLO,conv7,197243,2729461.451614208,1664
115,256.0,32.0,1,8,Tiny-YOLO,conv8,6276,74660.74570645,4
116,256.0,32.0,1,8,SSD-ResNet-34,conv1,150545,2905206.29194281,50
117,128.0,64.0,1,8,SSD-ResNet-34,conv2_1_a,42818,902128.45896448,25
118,128.0,64.0,1,8,SSD-ResNet-34,conv2_1_b,42818,902128.45896448,25
119,128.0,64.0,1,8,SSD-ResNet-34,conv2_2_a,42818,902128.45896448,25
120,128.0,64.0,1,8,SSD-ResNet-34,conv2_2_b,42818,902128.45896448,25
121,128.0,64.0,1,8,SSD-ResNet-34,conv3_1_a,24055,499907.76256448,10
122,128.0,64.0,1,8,SSD-ResNet-34,conv3_1_b,31086,612416.88008704,80
123,128.0,64.0,1,8,SSD-ResNet-34,conv3_2_a,31086,612416.88008704,80
124,128.0,64.0,1,8,SSD-ResNet-34,conv3_2_b,31086,612416.88008704,80
125,128.0,64.0,1,8,SSD-ResNet-34,conv3_3_a,31086,612416.88008704,80
126,128.0,64.0,1,8,SSD-ResNet-34,conv3_3_b,31086,612416.88008704,80
127,128.0,64.0,1,8,SSD-ResNet-34,conv3_4_a,31086,612416.88008704,80
128,128.0,64.0,1,8,SSD-ResNet-34,conv3_4_b,31086,612416.88008704,80
129,128.0,64.0,1,8,SSD-ResNet-34,fc6_a,61534,1224833.76017408,80
130,256.0,32.0,1,8,SSD-ResNet-34,fc6_b,64378,909655.830224384,16
131,128.0,64.0,1,8,SSD-ResNet-34,fc7,23524,481506.69164544,160
132,64.0,32.0,4,8,SSD-ResNet-34,conv6_1,8624,162944.11880448,160
133,128.0,32.0,2,8,SSD-ResNet-34,conv6_2,6962,133304.52360243202,8
134,128.0,64.0,1,8,SSD-ResNet-34,conv7_1,1243,19919.033272832,2
135,64.0,128.0,1,8,SSD-ResNet-34,conv7_2,1423,23798.665297664,1
136,128.0,64.0,1,8,SSD-ResNet-34,conv8_1,296,5114.355180416,1
137,64.0,128.0,1,8,SSD-ResNet-34,conv8_2,1027,18529.240708864,1
138,128.0,64.0,1,8,SSD-ResNet-34,conv9_1,166,2974.914571136,1
139,64.0,128.0,1,8,SSD-ResNet-34,conv9_2,851,16311.768335104,1
140,128.0,64.0,1,8,SSD-MobileNet-v1,conv1,76776,1461933.78390273,25
141,32.0,32.0,8,8,SSD-MobileNet-v1,conv2-dw,185536,1765716.584992512,32
142,32.0,64.0,4,8,SSD-MobileNet-v1,conv3,155626,2871146.24364544,25
143,32.0,32.0,8,8,SSD-MobileNet-v1,conv4-dw,106880,1139557.006969344,64
144,64.0,128.0,1,8,SSD-MobileNet-v1,conv5,77894,1443393.8774425602,20
145,32.0,32.0,8,8,SSD-MobileNet-v1,conv6-dw,186368,1779051.9690516482,128
146,128.0,64.0,1,8,SSD-MobileNet-v1,conv7,82562,1548278.2785536002,20
147,32.0,32.0,8,8,SSD-MobileNet-v1,conv8-dw,53888,576385.893823488,128
148,128.0,64.0,1,8,SSD-MobileNet-v1,conv9,39268,737760.22970368,20
149,32.0,32.0,8,8,SSD-MobileNet-v1,conv10-dw,94208,903679.555024896,256
150,128.0,64.0,1,8,SSD-MobileNet-v1,conv11,41922,812211.8733824,40
151,32.0,32.0,8,8,SSD-MobileNet-v1,conv12-dw,27392,295149.128779776,256
152,128.0,64.0,1,8,SSD-MobileNet-v1,conv13,20916,406344.089542656,8
153,128.0,64.0,1,8,SSD-MobileNet-v1,conv-fc6,64399,1460812.847922176,16
154,128.0,64.0,1,8,SSD-MobileNet-v1,conv-fc7,22015,464275.414581248,16
155,64.0,32.0,4,8,SSD-MobileNet-v1,conv14_1,6817,138156.617525248,128
156,128.0,64.0,1,8,SSD-MobileNet-v1,conv14_2,14672,296423.202435584,16
157,128.0,64.0,1,8,SSD-MobileNet-v1,conv15_1,1363,22756.692739328,8
158,128.0,64.0,1,8,SSD-MobileNet-v1,conv15_2,3861,69442.987079936,4
159,128.0,64.0,1,8,SSD-MobileNet-v1,conv16_1,532,9564.215469824,4
160,128.0,32.0,2,8,SSD-MobileNet-v1,conv16_2,3422,65771.254034432,8
161,128.0,32.0,2,8,SSD-MobileNet-v1,conv17_1,226,4150.335322624001,4
162,64.0,128.0,1,8,SSD-MobileNet-v1,conv17_2,851,16311.768335104,1
163,128.0,64.0,1,8,GNMT,gnmt-en-fc1,96416,1847935.449432064,32
164,128.0,64.0,1,8,GNMT,gnmt-en-fc2,192640,3692532.979499009,64
165,128.0,64.0,1,8,GNMT,gnmt-en-fc3,378240,7331987.263062017,128
166,128.0,64.0,1,8,GNMT,gnmt-en-fc4,378240,7331987.263062017,128
167,128.0,64.0,1,8,GNMT,gnmt-en-fc5,378240,7331987.263062017,128
168,128.0,64.0,1,8,GNMT,gnmt-en-fc6,378240,7331987.263062017,128
169,128.0,64.0,1,8,GNMT,gnmt-en-fc7,378240,7331987.263062017,128
170,128.0,64.0,1,8,GNMT,gnmt-en-fc8,378240,7331987.263062017,128
171,32.0,256.0,1,8,YOLOv3,conv1,189766,3757067.746604736,16
172,256.0,32.0,1,8,YOLOv3,conv2,117918,2364495.1244385284,16
173,64.0,32.0,4,8,YOLOv3,conv3_1_a,58603,1087862.262267904,4
174,128.0,64.0,1,8,YOLOv3,conv3_1_b,100548,2009077.568720896,16
175,128.0,64.0,1,8,YOLOv3,conv4,59773,1245146.129235456,8
176,128.0,64.0,1,8,YOLOv3,conv5_1_a,29382,549481.4086922241,4
177,128.0,64.0,1,8,YOLOv3,conv5_1_b,50995,1085082.4646799362,8
178,128.0,64.0,1,8,YOLOv3,conv5_2_a,29382,549481.4086922241,4
179,128.0,64.0,1,8,YOLOv3,conv5_2_b,50995,1085082.4646799362,8
180,128.0,64.0,1,8,YOLOv3,conv6,41172,802296.325578752,128
181,128.0,64.0,1,8,YOLOv3,conv7_1_a,15012,289061.219303424,2
182,64.0,128.0,1,8,YOLOv3,conv7_1_b,41039,757678.7218104319,128
183,128.0,64.0,1,8,YOLOv3,conv7_2_a,15012,289061.219303424,2
184,64.0,128.0,1,8,YOLOv3,conv7_2_b,41039,757678.7218104319,128
185,128.0,64.0,1,8,YOLOv3,conv7_3_a,15012,289061.219303424,2
186,64.0,128.0,1,8,YOLOv3,conv7_3_b,41039,757678.7218104319,128
187,128.0,64.0,1,8,YOLOv3,conv7_4_a,15012,289061.219303424,2
188,64.0,128.0,1,8,YOLOv3,conv7_4_b,41039,757678.7218104319,128
189,128.0,64.0,1,8,YOLOv3,conv7_5_a,15012,289061.219303424,2
190,64.0,128.0,1,8,YOLOv3,conv7_5_b,41039,757678.7218104319,128
191,128.0,64.0,1,8,YOLOv3,conv7_6_a,15012,289061.219303424,2
192,64.0,128.0,1,8,YOLOv3,conv7_6_b,41039,757678.7218104319,128
193,128.0,64.0,1,8,YOLOv3,conv7_7_a,15012,289061.219303424,2
194,64.0,128.0,1,8,YOLOv3,conv7_7_b,41039,757678.7218104319,128
195,128.0,64.0,1,8,YOLOv3,conv7_8_a,15012,289061.219303424,2
196,64.0,128.0,1,8,YOLOv3,conv7_8_b,41039,757678.7218104319,128
197,256.0,32.0,1,8,YOLOv3,conv8,41536,674699.5742141439,16
198,32.0,32.0,8,8,YOLOv3,conv9_1_a,11511,196956.150693888,128
199,256.0,32.0,1,8,YOLOv3,conv9_1_b,39348,634801.006802944,16
200,32.0,32.0,8,8,YOLOv3,conv9_2_a,11511,196956.150693888,128
201,256.0,32.0,1,8,YOLOv3,conv9_2_b,39348,634801.006802944,16
202,32.0,32.0,8,8,YOLOv3,conv9_3_a,11511,196956.150693888,128
203,256.0,32.0,1,8,YOLOv3,conv9_3_b,39348,634801.006802944,16
204,32.0,32.0,8,8,YOLOv3,conv9_4_a,11511,196956.150693888,128
205,256.0,32.0,1,8,YOLOv3,conv9_4_b,39348,634801.006802944,16
206,32.0,32.0,8,8,YOLOv3,conv9_5_a,11511,196956.150693888,128
207,256.0,32.0,1,8,YOLOv3,conv9_5_b,39348,634801.006802944,16
208,32.0,32.0,8,8,YOLOv3,conv9_6_a,11511,196956.150693888,128
209,256.0,32.0,1,8,YOLOv3,conv9_6_b,39348,634801.006802944,16
210,32.0,32.0,8,8,YOLOv3,conv9_7_a,11511,196956.150693888,128
211,256.0,32.0,1,8,YOLOv3,conv9_7_b,39348,634801.006802944,16
212,32.0,32.0,8,8,YOLOv3,conv9_8_a,11511,196956.150693888,128
213,256.0,32.0,1,8,YOLOv3,conv9_8_b,39348,634801.006802944,16
214,128.0,64.0,1,8,YOLOv3,conv10,60234,1302959.290940416,64
215,128.0,32.0,2,8,YOLOv3,conv11_1_a,9520,197409.262993408,128
216,128.0,64.0,1,8,YOLOv3,conv11_1_b,59152,1283244.704690176,64
217,128.0,32.0,2,8,YOLOv3,conv11_2_a,9520,197409.262993408,128
218,128.0,64.0,1,8,YOLOv3,conv11_2_b,59152,1283244.704690176,64
219,128.0,32.0,2,8,YOLOv3,conv11_3_a,9520,197409.262993408,128
220,128.0,64.0,1,8,YOLOv3,conv11_3_b,59152,1283244.704690176,64
221,128.0,32.0,2,8,YOLOv3,conv11_4_a,9520,197409.262993408,128
222,128.0,64.0,1,8,YOLOv3,conv11_4_b,59152,1283244.704690176,64
223,32.0,32.0,8,8,MobileNet-v1,conv1,37619,710017.6622134561,4
224,32.0,32.0,8,8,MobileNet-v1,conv2-dw,91072,867968.8298411521,32
225,32.0,64.0,4,8,MobileNet-v1,conv3,76269,1407062.238871552,7
226,32.0,32.0,8,8,MobileNet-v1,conv4-dw,52608,561130.134034944,64
227,64.0,128.0,1,8,MobileNet-v1,conv5,38215,708151.9637381121,7
228,32.0,32.0,8,8,MobileNet-v1,conv6-dw,91776,877549.0546145281,128
229,128.0,64.0,1,8,MobileNet-v1,conv7,40549,760477.1868016641,14
230,32.0,32.0,8,8,MobileNet-v1,conv8-dw,26752,285294.87771340803,128
231,64.0,128.0,1,8,MobileNet-v1,conv9,19429,367993.433632768,28
232,32.0,32.0,8,8,MobileNet-v1,conv10-dw,46848,449172.938520576,256
233,128.0,64.0,1,8,MobileNet-v1,conv11,20916,405267.139198976,14
234,32.0,32.0,8,8,MobileNet-v1,conv12-dw,15872,167862.408431616,256
235,128.0,64.0,1,8,MobileNet-v1,conv13,10996,213563.874379776,8
236,32.0,32.0,8,8,MobileNet-v1,conv14-dw,27648,268131.94971955207,512
237,128.0,64.0,1,8,MobileNet-v1,conv15,13021,264574.24245555204,8
238,32.0,32.0,8,8,MobileNet-v1,conv16-dw,27648,268131.94971955207,512
239,128.0,64.0,1,8,MobileNet-v1,conv17,13021,264574.24245555204,8
240,32.0,32.0,8,8,MobileNet-v1,conv18-dw,27648,268131.94971955207,512
241,128.0,64.0,1,8,MobileNet-v1,conv19,13021,264574.24245555204,8
242,32.0,32.0,8,8,MobileNet-v1,conv20-dw,27648,268131.94971955207,512
243,128.0,64.0,1,8,MobileNet-v1,conv21,13021,264574.24245555204,8
244,32.0,32.0,8,8,MobileNet-v1,conv22-dw,27648,268131.94971955207,512
245,128.0,64.0,1,8,MobileNet-v1,conv23,13021,264574.24245555204,8
246,32.0,32.0,8,8,MobileNet-v1,conv24-dw,9216,102018.562117632,512
247,128.0,32.0,2,8,MobileNet-v1,conv25,11305,227292.810108928,128
248,32.0,32.0,8,8,MobileNet-v1,conv26-dw,17408,168988.970901504,1024
249,128.0,64.0,1,8,MobileNet-v1,conv27,16763,343137.117175808,128
250,128.0,64.0,1,8,MobileNet-v1,fc29,1182,22573.142433160003,8
251,128.0,32.0,2,8,AlexNet,conv1,28631,583637.865038148,3
252,256.0,32.0,1,8,AlexNet,pool1,13497,298015.298257536,1134
253,256.0,32.0,1,8,AlexNet,conv2,62295,686584.45943328,8
254,256.0,32.0,1,8,AlexNet,pool2,18945,285323.064499712,8
255,256.0,32.0,1,8,AlexNet,conv3,22203,409512.995014656,84
256,256.0,32.0,1,8,AlexNet,conv4,34135,560488.492521984,84
257,256.0,32.0,1,8,AlexNet,conv5,24997,355262.424249088,8
